ID,town,dwc:county,dwc:stateProvince,stateISO2,dwc:decimalLatitude,dwc:decimalLongitude,dwc:coordinateUncertaintyInMeters,polygonType,dwc:georeferenceRemarks,dwc:georeferencedBy,dwc:georeferenceSources,dwc:geodeticDatum,modificationDate
1787,Thorndike Twp,Somerset,Maine,ME,45.7160859599774,-70.0892326824223,6946.36750144988,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1788,Thornton,Grafton,New Hampshire,NH,43.9240551852407,-71.6435539081205,11697.3690343443,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1789,Tilton,Belknap,New Hampshire,NH,43.4670687601006,-71.5747960792122,6546.84915522628,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1790,Tim Pond Twp,Franklin,Maine,ME,45.1653441870746,-70.6164252640507,7410.73413904743,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1791,Tinmouth,Rutland,Vermont,VT,43.4447826218166,-73.0576495428703,6908.2488381613,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1792,Tiverton,Newport,Rhode Island,RI,41.6091246628801,-71.1734119047662,7812.83222589552,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Municipalities; s44btp88 vector digital data, 1989-07; RIGIS, Providence, Rhode Island (http://www.edc.uri.edu/rigis).",WGS84,03/25/2015 21:11:46
1793,Tolland,Tolland,Connecticut,CT,41.8785767257195,-72.36493339029,7563.79510779567,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1794,Tolland,Hampden,Massachusetts,MA,42.0917584284748,-73.0214122221812,7497.51786190726,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1795,Topsfield,Washington,Maine,ME,45.4416329415649,-67.7847852881375,8759.02841144514,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1796,Topsham,Orange,Vermont,VT,44.1337071313827,-72.2497662093516,9053.99226149554,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1797,Torrington,Litchfield,Connecticut,CT,41.8349358042275,-73.1280708849183,8490.11178698902,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1798,Townsend,Middlesex,Massachusetts,MA,42.6669584630387,-71.7115799918364,7260.83577101296,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1799,Townshend,Windham,Vermont,VT,43.0712104308959,-72.6691482902686,8131.68564164681,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1800,Township 6 North Of Weld,Franklin,Maine,ME,44.7808171683425,-70.5269367584125,8243.81489356156,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1801,Township C,Oxford,Maine,ME,44.7700567455415,-70.8351172402594,9142.88852263072,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1802,Township D,Franklin,Maine,ME,44.7974460625726,-70.7241482020093,8085.59815970781,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1803,Township E,Franklin,Maine,ME,44.8298486443265,-70.6046987949723,8126.46715674492,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1804,Trout Brook Twp,Piscataquis,Maine,ME,46.1707386667293,-68.8876431280013,7159.73287345151,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1805,Troy,Cheshire,New Hampshire,NH,42.8267677683635,-72.1898821359679,5292.85739296512,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1806,Troy,Orleans,Vermont,VT,44.938777468503,-72.3825243836697,10930.1060737579,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1807,Troy,Waldo,Maine,ME,44.6791421721576,-69.2536085645843,7058.42342434291,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1808,Trumbull,Fairfield,Connecticut,CT,41.2601721786599,-73.2084239970874,6700.67319000422,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1809,Tuftonboro,Carroll,New Hampshire,NH,43.6746980830387,-71.2634908034028,10742.9842288357,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1810,Tunbridge,Orange,Vermont,VT,43.9019226095502,-72.4849862851361,7888.58353844816,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1811,Turner,Androscoggin,Maine,ME,44.2670818590828,-70.2429322935174,10813.7881499716,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1812,TX R14 WELS,Piscataquis,Maine,ME,45.7969753567901,-69.4681629202819,4972.59321058472,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1813,Tyringham,Berkshire,Massachusetts,MA,42.2473406788661,-73.1975896727285,6312.99655840235,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1814,Underhill,Chittenden,Vermont,VT,44.5382591053535,-72.886132566635,10501.1530832761,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1815,Union,Knox,Maine,ME,44.220617362984,-69.2885048915544,8896.88749234084,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1816,Union,Tolland,Connecticut,CT,41.9929838902934,-72.1602820020761,7332.41176908539,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1817,Unity,Waldo,Maine,ME,44.5905031674977,-69.3427990036141,7502.56990066138,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1818,Unity,Sullivan,New Hampshire,NH,43.2975145152513,-72.2708649539266,9208.89550491064,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
